,情感指数,
3263,1,因此，我们今天一致同意，通过全球金融机构追加8500亿美元可用资金，这笔资金将用来为逆周期支出、银行资本充足、基础设施建设、贸易融资、支持国际收支平衡、新债替旧债和社会支持提供资金，从而支持新兴市场和发展中国家的增长
3264,0.666666667,为此目的：
3265,0.963891963,·我们同意通过成员国的直接融资向IMF提供2500亿美元可用资源，随后共同达成一个规模更大、更加灵活的新的贷款安排，再增加最高5000亿美元，并考虑是否有必要向市场举债
3266,0.433832557,·我们支持由各多边开发银行(MDB)大幅增加至少1000亿美元的贷款，包括向低收入国家提供贷款，并确保所有多边开发银行的安全，包括拥有适当的资本
3267,0.951938653,18. 这些资源应该得到有效和灵活的利用以支持增长，这一点至关重要
3268,0.999932616,在这一方面，我们赞赏IMF取得的进展，包括它新推出的灵活信贷安排(FCL)，以及它对贷款和限制条件框架的改革，这将确保IMF的各种工具能够有效地解决各国收支平衡融资需要的内在问题，尤其是外部资本从银行和企业部门回撤的问题
3269,0.880251615,我们支持墨西哥寻求FCL的决定
3270,0.996094305,19. 我们一致支持进行一次总的特别提款权(SDR)分配，此举将向世界经济注入2500亿美元并提高全球流动性，并要求对《第四次修正案》进行紧急修订
3271,0.999998371,20. 为了让我们的金融机构能够帮助管理危机并防范未来的危机，我们必须增强它们的长期相关度、执行效力和合法性
3272,0.987868129,因此除了我们今天达成的大幅增加资金来源的协议，我们还决定对国际金融机构进行现代化改革，确保它们能够在面临新的挑战时有效地向成员国和股东提供协助
3273,0.999990375,我们将改革它们的授权、规模和治理，使之适应世界经济的变化和全球化的新挑战，同时新兴市场和发展中国家，包括穷国在内，必须有更大的话语权和代表权
3274,0.877914178,要实现这一点，就必须相应地通过提高战略远见和决策水平来增强这些机构的信誉和问责机制
3275,0.694604395,出于这一目的：
3276,0.897966071,· 我们要坚决执行2008年4月达成的IMF配额和话语权改革的方案，并要求IMF在2011年1月之前完成下一次配额审查
3277,0.892841696,·除此之外，我们同意应该考虑给予IMF官员更高的参与度，令其能够向IMF提供战略指导并加强其问责机制
3278,0.99814189,·我们要致力于执行2008年10月达成的世界银行改革方案
3279,0.846479849,我们希望能够在接下来的会议上获得进一步的建议，加快进度，争取在2010年春季的会议上就话语权和代表权改革达成一致
3280,0.380952193,·我们同意，国际金融机构的首脑和高级领导应该通过公开、透明的优选程序来指派
3281,0.999991161,·根据IMF和世界银行的最新报告，我们要求会议主席与G20财长进行广泛深入的探讨，并在下一次会议上向大家报告，以期为提高国际金融机构的反应速度和适应能力进行深入改革
3282,0.999991659,21. 除了改革我们的国际金融机构，令其适应全球化的新挑战，我们同意在关于促进经济活动可持续性的一些关键价值和原则上达成一项全球共识
3283,0.965991332,我们支持就经济活动的可持续性问题进行讨论以期形成一个宪章，并就此在下一次会议上作进一步讨论
3284,0.944791657,我们注意到其他一些论坛已经开始研究这一问题，希望能够对经济活动可持续性问题的宪章做进一步研讨
3285,0.962693548,反对保护主义和促进全球贸易及投资
3286,0.999498305,22. 世界贸易的增长促成了世界半个世纪的持续繁荣
3287,0.657100985,但是，现在它出现了25年来的首次下滑
3288,0.574626104,需求的萎缩因保护主义压力的增大和商业信贷撤离而加剧
3289,0.999970753,重振世界贸易和投资是恢复全球经济增长的核心所在
3290,0.91693806,我们不会重犯过往时代保护主义的历史错误
3291,0.74102249,为此我们重申在华盛顿许下的承诺：不得针对投资或商品及服务贸易设置新的障碍，不对出口施加新的限制，不得推行违背世贸组织(WTO)规则的措施来刺激出口
3292,0.445403933,此外，我们将立即行动纠正已采取的这一类措施
3293,0.533538388,我们决定将上述承诺的期限延长至2010年结束
3294,0.918288332,我们将努力把包括财政政策和支持金融业行动在内的国内政策行动对贸易和投资的任何不利影响降至最低程度
3295,0.999930516,我们不会退而奉行金融保护主义，尤其不能采取限制世界范围内的资本流动——特别是流向发展中国家的资本——的措施
3296,0.000350184,我们将立即把任何这样的行为通报WTO，我们呼吁WTO和其他国际组织共同在各自职权范围内监督我们履行上述承诺的情况并每个季度予以公布
3297,0.999945127,与此同时，我们将采取一切力所能及的行动来促进和推动贸易及投资，我们将确保在未来两年中通过出口信贷和投资机构及多边开发银行(MDB)至少提供2500亿美元的资金来支持贸易融资
3298,0.999998115,我们还将要求我们的金融监管机构将必备资本中的可用弹性资金用于贸易融资
3299,0.995503979,23. 我们将继续致力于就急需的多哈发展议程达成一个积极和兼顾各方的协议，这样世界经济总量每年至少能增加1500亿美元
3300,0.850175558,为达成这一目标，我们承诺将维护议程已取得的进展，其中包括就议程形式所达成的一致
3301,0.99892498,24. 未来一段时期中，我们将把工作重点和政治关注重新转向这一关键性事务，我们将通过持续不断的工作和所有相关的国际会议来推动议程取得进展
3302,0.030235383,确保所有经济体公平而持续地复苏
3303,0.996375914,25. 我们决心不能仅恢复经济的成长，我们还必须为一个公平和可持续的世界经济奠定基础
3304,0.999998684,我们已经意识到，当前这场危机对最贫穷国家的冲击过重，我们共同负有减轻本次危机对社会影响的责任，以求将危机对全球发展潜力的长期破坏降至最低限度
3305,0.882952731,我们重申我们在千年发展目标会议上作出的历史性承诺，我们将致力于履行我们各自的官方发展援助(ODA)承诺，其中包括促进贸易援助、债务减免及格伦伊格斯(Gleneagles)会议上做出的承诺，特别是对撒哈拉以南非洲国家的承诺
3306,0.999999133,我们今天已采取的行动和已做出的决定将提供500亿美元来支持低收入国家的社会保障、促进贸易和安全发展，这是我们在危机中显著加大对低收入国家和其他发展中国家以及新兴市场扶持力度的一个组成部分
3307,1,我们正在使最贫穷国家能获得社会保障所需的资源，其中包括向长期食品安全投资和志愿向世界银行的《脆弱性框架计划》 -- 该计划包括基础设施危机基金和社会快速响应基金——提供双边性捐款
3308,0.999907493,我们已决定借助新的收入模式——即动用IMF出售黄金(203，0.28，0.14%)所产生的更多资源——和结余资金在未来2至3年中为最贫穷国家再提供60亿美元的形式灵活的特惠贷款
3309,0.001254815,我们呼吁IMF在春季会议上就此拿出切实的计划
3310,0.977343822,我们已同意对《偿债能力架构》的灵活性进行再评估，我们呼吁IMF和世行在国际货币金融委员会(IMFC)和发展委员会的年会上就此作出通报
3311,0.710551017,我们呼吁联合国和其他国际机构建立一个有效机制，监控当前危机对最贫穷和最脆弱国家的影响
3312,0.984264441,26. 我们对受本次危机影响的人口的数量和范围有清醒认识
3313,0.999915584,我们承诺将通过创造就业机会和收入支持措施来帮助那些受到危机影响的人
3314,0.977385065,我们将建立一个对男性和女性均友好的劳动力市场
3315,0.995721342,因此，我们欢迎伦敦就业会议和罗马社会峰会发布的公报和它们所提出的基本原则
3316,0.999998019,我们将借助刺激经济增长、投资于教育和培训来支持就业，通过积极的劳动力市场政策和关注最弱势人群来鼓励用工
